handCombinations,trainedConfig
"((1, 4), (1, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (1, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (1, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (2, 2))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (2, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (2, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (2, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (3, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (3, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (3, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (4, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 4), (4, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (1, 1))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (1, 2))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (1, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (1, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (1, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (2, 2))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (2, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (2, 4))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (2, 5))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
"((1, 5), (3, 3))","['LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtL', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'LtH', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtL', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'HtH', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt', 'splt']"
